Iteration,Time (s),Temperature,O2,H2O,CH4,CO,CO2,N2
1.429000000000000000e+03,1.143199999999989868e-04,1.342852474670882884e+03,1.761368726980373500e-01,1.410038490466754627e-02,8.799238294640979174e-02,3.042136104359168306e-04,6.745978841897945152e-03,7.147201669985513428e-01
1.430000000000000000e+03,1.143999999999989860e-04,1.343074039777564849e+03,1.761150075895557277e-01,1.412240807726878808e-02,8.798135280798247138e-02,3.046039471818942483e-04,6.756600091452589184e-03,7.147200274865586067e-01
1.431000000000000000e+03,1.144799999999989852e-04,1.343296046079440657e+03,1.760930982332820638e-01,1.414447595461377702e-02,8.797030026355041887e-02,3.049954123627837471e-04,6.767242564944195293e-03,7.147198875712467148e-01
1.432000000000000000e+03,1.145599999999989845e-04,1.343518495170224242e+03,1.760711444676976711e-01,1.416658870027067384e-02,8.795922523108905267e-02,3.053880110394665117e-04,6.777906339095959853e-03,7.147197472508071137e-01
1.433000000000000000e+03,1.146399999999989837e-04,1.343741388651477564e+03,1.760491461304429517e-01,1.418874647866101221e-02,8.794812762814556428e-02,3.057817483040011527e-04,6.788591491026593587e-03,7.147196065234198148e-01
1.434000000000000000e+03,1.147199999999989829e-04,1.343964728132638356e+03,1.760271030583128449e-01,1.421094945506466874e-02,8.793700737183653138e-02,3.061766292798472695e-04,6.799298098252575841e-03,7.147194653872536163e-01
1.435000000000000000e+03,1.147999999999989822e-04,1.344188515224388084e+03,1.760050150870844099e-01,1.423319779576191595e-02,8.792586437878029126e-02,3.065726590479357638e-04,6.810026238833111548e-03,7.147193238404924154e-01
1.436000000000000000e+03,1.148799999999989814e-04,1.344412751541808575e+03,1.759828820515910719e-01,1.425549166797388488e-02,8.791469856512516834e-02,3.069698426817489057e-04,6.820775991305282060e-03,7.147191818813227737e-01
1.437000000000000000e+03,1.149599999999989806e-04,1.344637438724401363e+03,1.759607037862195578e-01,1.427783123945555906e-02,8.790350984674230594e-02,3.073681854702350652e-04,6.831547434257633639e-03,7.147190395078547587e-01
1.438000000000000000e+03,1.150399999999989799e-04,1.344862578410899005e+03,1.759384801242719065e-01,1.430021667902019525e-02,8.789229813897675436e-02,3.077676926371762070e-04,6.842340646873011460e-03,7.147188967182208641e-01
1.439000000000000000e+03,1.151199999999989791e-04,1.345088172247732700e+03,1.759162108981728034e-01,1.432264815637037531e-02,8.788106335672761504e-02,3.081683694354235450e-04,6.853155708749851874e-03,7.147187535105440359e-01
1.440000000000000000e+03,1.151999999999989783e-04,1.345314221889041164e+03,1.758938959394637791e-01,1.434512584210320685e-02,8.786980541444525117e-02,3.085702211469358689e-04,6.863992699904757598e-03,7.147186098829360068e-01
1.441000000000000000e+03,1.152799999999989776e-04,1.345540728996681310e+03,1.758715350787987963e-01,1.436764990771566275e-02,8.785852422612876189e-02,3.089732530828197135e-04,6.874851700775102409e-03,7.147184658334989615e-01
1.442000000000000000e+03,1.153599999999989768e-04,1.345767695240238481e+03,1.758491281459381439e-01,1.439022052560977663e-02,8.784721970532331781e-02,3.093774705833683366e-04,6.885732792221608070e-03,7.147183213603237606e-01
1.443000000000000000e+03,1.154399999999989760e-04,1.345995122297035323e+03,1.758266749697438847e-01,1.441283786909793030e-02,8.783589176511749641e-02,3.097828790181015083e-04,6.896636055530955094e-03,7.147181764614916055e-01
1.444000000000000000e+03,1.155199999999989753e-04,1.346223012021269824e+03,1.758041753772097149e-01,1.443550211351061346e-02,8.782454031757329360e-02,3.101894841265361090e-04,6.907561572628858823e-03,7.147180311349509152e-01
1.445000000000000000e+03,1.155999999999989745e-04,1.346451366021298554e+03,1.757816291958665955e-01,1.445821343344601446e-02,8.781316527514171355e-02,3.105972911665801257e-04,6.918509425556515144e-03,7.147178853788225261e-01
1.446000000000000000e+03,1.156799999999989738e-04,1.346680186017216784e+03,1.757590362517382487e-01,1.448097200510619839e-02,8.780176654946046655e-02,3.110063056349496508e-04,6.929479696918238070e-03,7.147177391911417876e-01
1.447000000000000000e+03,1.157599999999989730e-04,1.346909473740080102e+03,1.757363963699109521e-01,1.450377800564537495e-02,8.779034405168950617e-02,3.114165330641577713e-04,6.940472469758619638e-03,7.147175925699315036e-01
1.448000000000000000e+03,1.158399999999989722e-04,1.347139230931432394e+03,1.757137093745305412e-01,1.452663161317198359e-02,8.777889769250997454e-02,3.118279790215787396e-04,6.951487827564502286e-03,7.147174455132013771e-01
1.449000000000000000e+03,1.159199999999989715e-04,1.347369459343453400e+03,1.756909750887971078e-01,1.454953300675487261e-02,8.776742738212117700e-02,3.122406491097690063e-04,6.962525854267757018e-03,7.147172980189493430e-01
1.450000000000000000e+03,1.159999999999989707e-04,1.347600160739109469e+03,1.756681933349581448e-01,1.457248236642946435e-02,8.775593303023744574e-02,3.126545489667873303e-04,6.973586634248033801e-03,7.147171500851601245e-01
1.451000000000000000e+03,1.160799999999989699e-04,1.347831336892302716e+03,1.756453639343031892e-01,1.459547987320392384e-02,8.774441454608503110e-02,3.130696842665154321e-04,6.984670252335536261e-03,7.147170017098060102e-01
1.452000000000000000e+03,1.161599999999989692e-04,1.348062989491006419e+03,1.756224867070443341e-01,1.461852570917624404e-02,8.773287183834374559e-02,3.134860607140270406e-04,6.995776793874183830e-03,7.147168528908474094e-01
1.453000000000000000e+03,1.162399999999989684e-04,1.348295120300355393e+03,1.755995614725003873e-01,1.464162005735413982e-02,8.772130481523672529e-02,3.139036840542247563e-04,7.006906344622934601e-03,7.147167036262315198e-01
1.454000000000000000e+03,1.163199999999989676e-04,1.348527731156989148e+03,1.755765880490836039e-01,1.466476310166782600e-02,8.770971338452392130e-02,3.143225600718641747e-04,7.018058990762137891e-03,7.147165539138907731e-01
1.455000000000000000e+03,1.163999999999989669e-04,1.348760823857720425e+03,1.755535662541640451e-01,1.468795502710364999e-02,8.769809745343554175e-02,3.147426945861841584e-04,7.029234818965731692e-03,7.147164037517448332e-01
1.456000000000000000e+03,1.164799999999989661e-04,1.348994400208344814e+03,1.755304959041202040e-01,1.471119601965465394e-02,8.768645692869675434e-02,3.151640934537116678e-04,7.040433916373704804e-03,7.147162531377008188e-01
1.457000000000000000e+03,1.165599999999989653e-04,1.349228462023651446e+03,1.755073768143328994e-01,1.473448626632687178e-02,8.767479171652438341e-02,3.155867625685746620e-04,7.051656370594952192e-03,7.147161020696523037e-01
1.458000000000000000e+03,1.166399999999989646e-04,1.349463011127431173e+03,1.754842087991788924e-01,1.475782595514567135e-02,8.766310172262381517e-02,3.160107078628152707e-04,7.062902269710110391e-03,7.147159505454786510e-01
1.459000000000000000e+03,1.167199999999989638e-04,1.349698049352484986e+03,1.754609916720247798e-01,1.478121527516208095e-02,8.765138685218576420e-02,3.164359353067037247e-04,7.074171702274426737e-03,7.147157985630463450e-01
1.460000000000000000e+03,1.167999999999989630e-04,1.349933578576283480e+03,1.754377252451691238e-01,1.480465441650128874e-02,8.763964700986315304e-02,3.168624508859051669e-04,7.085464757364830224e-03,7.147156461202157640e-01
1.461000000000000000e+03,1.168799999999989623e-04,1.350169600791242146e+03,1.754144093297349549e-01,1.482814357045212326e-02,8.762788209972850739e-02,3.172902605561718188e-04,7.096781524669979260e-03,7.147154932148581663e-01
1.462000000000000000e+03,1.169599999999989615e-04,1.350406117781044031e+03,1.753910437361312913e-01,1.485168292909041891e-02,8.761609202545225794e-02,3.177193704538134027e-04,7.108122094091486910e-03,7.147153398447808614e-01
1.463000000000000000e+03,1.170399999999989607e-04,1.350643131438259616e+03,1.753676282735877057e-01,1.487527268566110270e-02,8.760427669012148255e-02,3.181497866897971196e-04,7.119486556140845572e-03,7.147151860077991525e-01
1.464000000000000000e+03,1.171199999999989600e-04,1.350880643667438335e+03,1.753441627502885236e-01,1.489891303446987635e-02,8.759243599629108756e-02,3.185815154129865599e-04,7.130875001822042578e-03,7.147150317017155752e-01
1.465000000000000000e+03,1.171999999999989592e-04,1.351118656385270924e+03,1.753206469733660788e-01,1.492260417088970594e-02,8.758056984598053263e-02,3.190145628103548039e-04,7.142287522634589887e-03,7.147148769243187871e-01
1.466000000000000000e+03,1.172799999999989584e-04,1.351357171520753354e+03,1.752970807488945515e-01,1.494634629136736004e-02,8.756867814067054168e-02,3.194489351071980632e-04,7.153724210576572866e-03,7.147147216733836794e-01
1.467000000000000000e+03,1.173599999999989577e-04,1.351596191015348268e+03,1.752734638818833901e-01,1.497013959342989239e-02,8.755676078129993878e-02,3.198846385673489437e-04,7.165185158147688652e-03,7.147145659466718204e-01
1.468000000000000000e+03,1.174399999999989569e-04,1.351835716823148459e+03,1.752497961762708722e-01,1.499398427569117315e-02,8.754481766826215094e-02,3.203216794933894909e-04,7.176670458352286258e-03,7.147144097419301234e-01
1.469000000000000000e+03,1.175199999999989561e-04,1.352075750830341349e+03,1.752260774338068039e-01,1.501788053905310505e-02,8.753284870079504343e-02,3.207600644337688252e-04,7.188180205092873851e-03,7.147142530568182384e-01
1.470000000000000000e+03,1.175999999999989554e-04,1.352316295036830070e+03,1.752023074565443039e-01,1.504182858402569427e-02,8.752085377834278868e-02,3.211997997177724038e-04,7.199714492295165857e-03,7.147140958890741969e-01
1.471000000000000000e+03,1.176799999999989546e-04,1.352557351436402996e+03,1.751784860451810755e-01,1.506582861251003387e-02,8.750883279964975781e-02,3.216408917633886548e-04,7.211273414491718541e-03,7.147139382364038340e-01
1.472000000000000000e+03,1.177599999999989538e-04,1.352798922022104989e+03,1.751546129991251588e-01,1.508988082772770231e-02,8.749678566279661673e-02,3.220833470641684465e-04,7.222857066799772373e-03,7.147137800964865617e-01
1.473000000000000000e+03,1.178399999999989531e-04,1.353041008798857320e+03,1.751306881166596052e-01,1.511398543404284152e-02,8.748471226529051792e-02,3.225271721574973207e-04,7.234465544864015704e-03,7.147136214669855825e-01
1.474000000000000000e+03,1.179199999999989523e-04,1.353283613783541796e+03,1.751067111949352051e-01,1.513814263696984692e-02,8.747261250406143662e-02,3.229723736250139947e-04,7.246098944860001299e-03,7.147134623455484448e-01
1.475000000000000000e+03,1.179999999999989515e-04,1.353526739005082391e+03,1.750826820299629660e-01,1.516235264318106964e-02,8.746048627545829901e-02,3.234189580930290253e-04,7.257757363497597571e-03,7.147133027298071539e-01
1.476000000000000000e+03,1.180799999999989508e-04,1.353770386504529142e+03,1.750586004166063137e-01,1.518661566051449953e-02,8.744833347524499922e-02,3.238669322329426614e-04,7.269440898024398176e-03,7.147131426173767288e-01
1.477000000000000000e+03,1.181599999999989500e-04,1.354014558171733142e+03,1.750344661484866393e-01,1.521093189803155235e-02,8.743615399857596060e-02,3.243163026695983176e-04,7.281149646346267955e-03,7.147129820058898408e-01
1.478000000000000000e+03,1.182399999999989492e-04,1.354259255897025923e+03,1.750102790180563528e-01,1.523530156597829345e-02,8.742394774001147062e-02,3.247670760671116509e-04,7.292883706922124142e-03,7.147128208929646176e-01
1.479000000000000000e+03,1.183199999999989485e-04,1.354504481869104211e+03,1.749860388167510661e-01,1.525972487570185013e-02,8.741171459355132067e-02,3.252192592970727636e-04,7.304643178553942885e-03,7.147126592761448016e-01
1.480000000000000000e+03,1.183999999999989477e-04,1.354750238126201566e+03,1.749617453347415141e-01,1.528420203979571033e-02,8.739945445257429890e-02,3.256728591860439206e-04,7.316428160711900205e-03,7.147124971529905668e-01
1.481000000000000000e+03,1.184799999999989469e-04,1.354996526712739524e+03,1.749373983610102434e-01,1.530873327205941117e-02,8.738716720985414965e-02,3.261278826041900947e-04,7.328238753425604830e-03,7.147123345210464329e-01
1.482000000000000000e+03,1.185599999999989462e-04,1.355243349679079301e+03,1.749129976833436462e-01,1.533331878750634342e-02,8.737485275755550729e-02,3.265843364655102274e-04,7.340075057287751524e-03,7.147121713778412655e-01
1.483000000000000000e+03,1.186399999999989454e-04,1.355490709081274190e+03,1.748885430883242997e-01,1.535795880237154215e-02,8.736251098723020470e-02,3.270422277280698444e-04,7.351937173457792629e-03,7.147120077208880540e-01
1.484000000000000000e+03,1.187199999999989446e-04,1.355738606980823079e+03,1.748640343613233061e-01,1.538265353411948609e-02,8.735014178981316546e-02,3.275015633942332375e-04,7.363825203665600068e-03,7.147118435476842446e-01
1.485000000000000000e+03,1.187999999999989439e-04,1.355987045477329957e+03,1.748394712865057321e-01,1.540740320143493478e-02,8.733774505562751089e-02,3.279623505016139541e-04,7.375739250215944398e-03,7.147116788557141831e-01
1.486000000000000000e+03,1.188799999999989431e-04,1.356236027268719681e+03,1.748148536470474912e-01,1.543220802394212714e-02,8.732532067453248337e-02,3.284245959652434214e-04,7.387679416005911437e-03,7.147115136425066240e-01
1.487000000000000000e+03,1.189599999999989423e-04,1.356485554111747206e+03,1.747901812245108988e-01,1.545706822300520200e-02,8.731286853550253302e-02,3.288883070119068904e-04,7.399645804490785454e-03,7.147113479054786334e-01
1.488000000000000000e+03,1.190399999999989416e-04,1.356735628167977211e+03,1.747654537993764690e-01,1.548198402104274465e-02,8.730038852698811247e-02,3.293534908007065567e-04,7.411638519720755054e-03,7.147111816420712582e-01
1.489000000000000000e+03,1.191199999999989408e-04,1.356986251613280274e+03,1.747406711508785737e-01,1.550695564173654867e-02,8.728788053680600068e-02,3.298201545333552791e-04,7.423657666335007309e-03,7.147110148497105575e-01
1.490000000000000000e+03,1.191999999999989400e-04,1.357237426638121178e+03,1.747158330569983098e-01,1.553198331003913767e-02,8.727534445213565306e-02,3.302883054542578409e-04,7.435703349565400168e-03,7.147108475258072691e-01
1.491000000000000000e+03,1.192799999999989393e-04,1.357489155447848361e+03,1.746909392944558381e-01,1.555706725218128708e-02,8.726278015951532963e-02,3.307579508505912344e-04,7.447775675240141807e-03,7.147106796677569207e-01
1.492000000000000000e+03,1.193599999999989385e-04,1.357741440262981769e+03,1.746659896387028066e-01,1.558220769567952337e-02,8.725018754483837569e-02,3.312290980523859224e-04,7.459874749787466508e-03,7.147105112729394971e-01
1.493000000000000000e+03,1.194399999999989378e-04,1.357994283319501392e+03,1.746409838639151058e-01,1.560740486934366657e-02,8.723756649334946101e-02,3.317017544326066655e-04,7.472000680239316607e-03,7.147103423387199950e-01
1.494000000000000000e+03,1.195199999999989370e-04,1.358247686926925553e+03,1.746159217418770671e-01,1.563265900453323851e-02,8.722491688899979001e-02,3.321759277552152460e-04,7.484153574511494267e-03,7.147101728623233008e-01
1.495000000000000000e+03,1.195999999999989362e-04,1.358501653379482150e+03,1.745908030436829905e-01,1.565797033323903034e-02,8.721223861543189737e-02,3.326516256386249427e-04,7.496333540980979621e-03,7.147100028410264816e-01
1.496000000000000000e+03,1.196799999999989355e-04,1.358756184966558294e+03,1.745656275395346124e-01,1.568333908831019002e-02,8.719953155586313009e-02,3.331288556169659221e-04,7.508540688538217940e-03,7.147098322721369135e-01
1.497000000000000000e+03,1.197599999999989347e-04,1.359011284018120932e+03,1.745403949978683311e-01,1.570876550443713743e-02,8.718679559258124545e-02,3.336076254119362482e-04,7.520775126806725219e-03,7.147096611528945820e-01
1.498000000000000000e+03,1.198399999999989339e-04,1.359266952886049239e+03,1.745151051857113111e-01,1.573424981774942250e-02,8.717403060715100960e-02,3.340879428187331886e-04,7.533036966056068373e-03,7.147094894805133825e-01
1.499000000000000000e+03,1.199199999999989332e-04,1.359523193905541348e+03,1.744897578688142104e-01,1.575979226565718538e-02,8.716123648049636796e-02,3.345698156432508038e-04,7.545326317185431335e-03,7.147093172522035465e-01
1.500000000000000000e+03,1.199999999999989324e-04,1.359780009198220796e+03,1.744643528123793197e-01,1.578539308599184038e-02,8.714841309334549202e-02,3.350532513769164940e-04,7.557643291619092762e-03,7.147091444652873271e-01
1.501000000000000000e+03,1.200799999999989316e-04,1.360037401156961550e+03,1.744388897792270854e-01,1.581105251916500518e-02,8.713556032511325655e-02,3.355382580013934412e-04,7.569988001581199298e-03,7.147089711169120063e-01
1.502000000000000000e+03,1.201599999999989309e-04,1.360295372072226883e+03,1.744133685311880511e-01,1.583677080652648450e-02,8.712267805475146232e-02,3.360248433704437197e-04,7.582360559892888791e-03,7.147087972042706072e-01
1.503000000000000000e+03,1.202399999999989301e-04,1.360553924273007397e+03,1.743877888286927968e-01,1.586254819084679732e-02,8.710976616049917465e-02,3.365130153890830015e-04,7.594761080034407273e-03,7.147086227245377232e-01
1.504000000000000000e+03,1.203199999999989293e-04,1.360813060489998634e+03,1.743621504304020409e-01,1.588838491675878192e-02,8.709682451965337913e-02,3.370027821908053818e-04,7.607189676188675677e-03,7.147084476748063464e-01
1.505000000000000000e+03,1.203999999999989286e-04,1.361072783011621596e+03,1.743364530940483825e-01,1.591428122974709175e-02,8.708385300909413096e-02,3.374941517204304675e-04,7.619646463153206643e-03,7.147082720522368593e-01
1.506000000000000000e+03,1.204799999999989278e-04,1.361333094326829269e+03,1.743106965757855453e-01,1.594023737692621193e-02,8.707085150488058645e-02,3.379871320490110908e-04,7.632131556414185891e-03,7.147080958539444584e-01
1.507000000000000000e+03,1.205599999999989270e-04,1.361593996915900561e+03,1.742848806303047837e-01,1.596625360689778519e-02,8.705781988232545732e-02,3.384817313080286882e-04,7.644645072140954060e-03,7.147079190770230239e-01
1.508000000000000000e+03,1.206399999999989263e-04,1.361855492623068130e+03,1.742590050103142718e-01,1.599233017034824497e-02,8.704475801568711812e-02,3.389779578804010462e-04,7.657187127293811103e-03,7.147077417184762860e-01
1.509000000000000000e+03,1.207199999999989255e-04,1.362117584027514340e+03,1.742330694676396674e-01,1.601846731878055902e-02,8.703166577882329169e-02,3.394758199864169809e-04,7.669757839403952733e-03,7.147075637753659283e-01
1.510000000000000000e+03,1.207999999999989247e-04,1.362380273418815477e+03,1.742070737523820356e-01,1.604466530548276024e-02,8.701854304469232304e-02,3.399753259950058482e-04,7.682357326746463988e-03,7.147073852447013431e-01
1.511000000000000000e+03,1.208799999999989240e-04,1.362643563070845858e+03,1.741810176131351473e-01,1.607092438527564157e-02,8.700538968548299223e-02,3.404764843385800770e-04,7.694985708299330318e-03,7.147072061234683860e-01
1.512000000000000000e+03,1.209599999999989232e-04,1.362907455821334224e+03,1.741549007976380958e-01,1.609724481375326630e-02,8.699220557300701984e-02,3.409793032483544764e-04,7.707643103628367305e-03,7.147070264087248548e-01
1.513000000000000000e+03,1.210399999999989224e-04,1.363171953858858842e+03,1.741287230513803019e-01,1.612362684890248851e-02,8.697899057786299959e-02,3.414837913088898972e-04,7.720329633142444456e-03,7.147068460974028703e-01
1.514000000000000000e+03,1.211199999999989217e-04,1.363437059608156915e+03,1.741024841186030181e-01,1.615007074993762490e-02,8.696574457003816705e-02,3.419899570536787201e-04,7.733045417915224151e-03,7.147066651864523168e-01
1.515000000000000000e+03,1.211999999999989209e-04,1.363702775513662118e+03,1.740761837420365943e-01,1.617657677760430887e-02,8.695246741875173324e-02,3.424978090665367321e-04,7.745790579735708017e-03,7.147064836728050929e-01
1.516000000000000000e+03,1.212799999999989201e-04,1.363969105041881221e+03,1.740498216623639349e-01,1.620314519478803506e-02,8.693915899214214871e-02,3.430073561595889538e-04,7.758565241234518725e-03,7.147063015533117181e-01
1.517000000000000000e+03,1.213599999999989194e-04,1.364236050701913882e+03,1.740233976192605836e-01,1.622977626533062337e-02,8.692581915787564451e-02,3.435186070188800530e-04,7.771369525646521295e-03,7.147061188248677865e-01
1.518000000000000000e+03,1.214399999999989186e-04,1.364503615486462650e+03,1.739969113506262821e-01,1.625647025490238248e-02,8.691244778269804905e-02,3.440315704606722032e-04,7.784203556990609840e-03,7.147059354843221524e-01
1.519000000000000000e+03,1.215199999999989178e-04,1.364771802529812248e+03,1.739703625927593589e-01,1.628322743080268253e-02,8.689904473253738659e-02,3.445462553694047581e-04,7.797067460032027636e-03,7.147057515284990226e-01
1.520000000000000000e+03,1.215999999999989171e-04,1.365040612766462118e+03,1.739437510798724218e-01,1.631004806248419897e-02,8.688560987223718779e-02,3.450626707964196964e-04,7.809961360445770266e-03,7.147055669541639844e-01
1.521000000000000000e+03,1.216799999999989163e-04,1.365310049420725136e+03,1.739170765449731815e-01,1.633693242059777728e-02,8.687214306604254532e-02,3.455808257764817078e-04,7.822885384522497085e-03,7.147053817580873991e-01
1.522000000000000000e+03,1.217599999999989155e-04,1.365580114988675405e+03,1.738903387192450023e-01,1.636388077766326096e-02,8.685864417725897013e-02,3.461007294544596281e-04,7.835839659377260083e-03,7.147051959370009921e-01
1.523000000000000000e+03,1.218399999999989148e-04,1.365850811809784773e+03,1.738635373321446298e-01,1.639089340796284419e-02,8.684511306830645927e-02,3.466223910637072306e-04,7.848824312917805288e-03,7.147050094876046256e-01
1.524000000000000000e+03,1.219199999999989140e-04,1.366122143238968420e+03,1.738366721126075876e-01,1.641797058616407262e-02,8.683154960142834555e-02,3.471458195020679150e-04,7.861839473580057788e-03,7.147048224067178435e-01
1.525000000000000000e+03,1.219999999999989132e-04,1.366394111589429031e+03,1.738097427868304234e-01,1.644511258985019084e-02,8.681795363738942228e-02,3.476710241034466410e-04,7.874885270821739905e-03,7.147046346910048698e-01
1.526000000000000000e+03,1.220799999999989125e-04,1.366666719368291751e+03,1.737827490795979812e-01,1.647231969800277973e-02,8.680432503625674923e-02,3.481980141692873009e-04,7.887961834832193583e-03,7.147044463371410306e-01
1.527000000000000000e+03,1.221599999999989253e-04,1.366939969140072435e+03,1.737556907141340201e-01,1.649959219117119388e-02,8.679066365731287480e-02,3.487267990168219935e-04,7.901069296568865100e-03,7.147042573417962119e-01
1.528000000000000000e+03,1.222399999999989380e-04,1.367213864067894519e+03,1.737285674112114264e-01,1.652693035249490003e-02,8.677696935852881321e-02,3.492573883079011943e-04,7.914207787939640110e-03,7.147040677015171761e-01
1.529000000000000000e+03,1.223199999999989508e-04,1.367488406870043036e+03,1.737013788905480138e-01,1.655433446609365020e-02,8.676324199739432474e-02,3.497897915190693982e-04,7.927377441527846610e-03,7.147038774129171879e-01
1.530000000000000000e+03,1.223999999999989636e-04,1.367763600376349359e+03,1.736741248700556517e-01,1.658180481793069400e-02,8.674948143047289673e-02,3.503240182200441821e-04,7.940578390745392859e-03,7.147036864725752059e-01
1.531000000000000000e+03,1.224799999999989764e-04,1.368039447548808994e+03,1.736468050658086515e-01,1.660934169584785125e-02,8.673568751338402161e-02,3.508600780814692807e-04,7.953810769842547743e-03,7.147034948770355500e-01
1.532000000000000000e+03,1.225599999999989892e-04,1.368315950798332779e+03,1.736194191925660990e-01,1.663694538896097475e-02,8.672186010111494758e-02,3.513979806726256626e-04,7.967074713807951319e-03,7.147033026228774011e-01
1.533000000000000000e+03,1.226399999999990020e-04,1.368593113013314451e+03,1.735919669630151263e-01,1.666461618853137122e-02,8.670799904757159338e-02,3.519377357441638644e-04,7.980370358521612223e-03,7.147031097066159910e-01
1.534000000000000000e+03,1.227199999999990148e-04,1.368870937122767373e+03,1.735644480880793872e-01,1.669235438760829221e-02,8.669410420576303955e-02,3.524793531068500722e-04,7.993697840697385967e-03,7.147029161247449025e-01
1.535000000000000000e+03,1.227999999999990276e-04,1.369149425982303455e+03,1.735368622769924429e-01,1.672016028094216664e-02,8.668017542784647866e-02,3.530228425993140341e-04,8.007057297871858839e-03,7.147027218737477261e-01
1.536000000000000000e+03,1.228799999999990403e-04,1.369428582564937869e+03,1.735092092363408611e-01,1.674803416608180301e-02,8.666621256456208400e-02,3.535682144337268652e-04,8.020448868607265441e-03,7.147025269499741595e-01
1.537000000000000000e+03,1.229599999999990531e-04,1.369708409798682396e+03,1.734814886713785809e-01,1.677597634186423978e-02,8.665221546601124814e-02,3.541154787124388371e-04,8.033872692219772016e-03,7.147023313498137576e-01
1.538000000000000000e+03,1.230399999999990659e-04,1.369988910614725910e+03,1.734537002856086363e-01,1.680398710889265124e-02,8.663818398141036325e-02,3.546646455761605951e-04,8.047328908870254524e-03,7.147021350696418640e-01
1.539000000000000000e+03,1.231199999999990787e-04,1.370270087985487180e+03,1.734258437804491737e-01,1.683206676991869100e-02,8.662411795889422839e-02,3.552157253217586345e-04,8.060817659637675714e-03,7.147019381057785337e-01
1.540000000000000000e+03,1.231999999999990915e-04,1.370551944848724588e+03,1.733979188557399076e-01,1.686021562923953679e-02,8.661001724582870209e-02,3.557687281653918745e-04,8.074339086454466671e-03,7.147017404545720209e-01
1.541000000000000000e+03,1.232799999999991043e-04,1.370834484184787470e+03,1.733699252092149867e-01,1.688843399332774428e-02,8.659588168848372791e-02,3.563236644954327148e-04,8.087893332168529306e-03,7.147015421123095180e-01
1.542000000000000000e+03,1.233599999999991171e-04,1.371117709005770848e+03,1.733418625365521493e-01,1.691672217076937296e-02,8.658171113206589165e-02,3.568805448411304488e-04,8.101480540543649217e-03,7.147013430752279239e-01
1.543000000000000000e+03,1.234399999999991298e-04,1.371401622323516449e+03,1.733137305315602117e-01,1.694508047203600182e-02,8.656750542083693767e-02,3.574393797730118436e-04,8.115100856245080138e-03,7.147011433395488167e-01
1.544000000000000000e+03,1.235199999999991426e-04,1.371686227066702031e+03,1.732855288862927834e-01,1.697350920935558269e-02,8.655326439818042394e-02,3.580001798642593654e-04,8.128754424813621968e-03,7.147009429014933302e-01
1.545000000000000000e+03,1.235999999999991554e-04,1.371971526194070748e+03,1.732572572907751796e-01,1.700200869702514148e-02,8.653898790644048988e-02,3.585629557887962940e-04,8.142441392723865842e-03,7.147007417572466270e-01
1.546000000000000000e+03,1.236799999999991682e-04,1.372257522704093844e+03,1.732289154329647585e-01,1.703057925145441340e-02,8.652467578689970740e-02,3.591277183310638945e-04,8.156161907396233118e-03,7.147005399029540129e-01
1.547000000000000000e+03,1.237599999999991810e-04,1.372544219559442126e+03,1.732005029989028833e-01,1.705922119098830445e-02,8.651032787987077144e-02,3.596944783231584004e-04,8.169916117171084624e-03,7.147003373347436961e-01
1.548000000000000000e+03,1.238399999999991938e-04,1.372831620019444699e+03,1.731720196726759531e-01,1.708793483594961415e-02,8.649594402467480903e-02,3.602632466530213476e-04,8.183704171321876802e-03,7.147001340487246779e-01
1.549000000000000000e+03,1.239199999999992066e-04,1.373119727319898857e+03,1.731434651363695509e-01,1.711672050868962708e-02,8.648152405961542777e-02,3.608340342777875123e-04,8.197526220067115690e-03,7.146999300409804246e-01
1.550000000000000000e+03,1.239999999999992194e-04,1.373408544529005439e+03,1.731148390700423534e-01,1.714557853361697859e-02,8.646706782196394991e-02,3.614068522292791601e-04,8.211382414579301153e-03,7.146997253075682011e-01
1.551000000000000000e+03,1.240799999999992321e-04,1.373698074865408216e+03,1.730861411517477522e-01,1.717450923716958011e-02,8.645257514797424769e-02,3.619817115988968755e-04,8.225272906985981597e-03,7.146995198445235120e-01
1.552000000000000000e+03,1.241599999999992449e-04,1.373988321583723973e+03,1.730573710569547063e-01,1.720351294847933740e-02,8.643804587254041993e-02,3.625586237481537885e-04,8.239197850491604413e-03,7.146993136477857167e-01
1.553000000000000000e+03,1.242399999999992577e-04,1.374279287988481656e+03,1.730285284589979100e-01,1.723258999885185494e-02,8.642347982946499418e-02,3.631376001361925616e-04,8.253157399289825710e-03,7.146991067132592024e-01
1.554000000000000000e+03,1.243199999999992705e-04,1.374570977448415761e+03,1.729996130295445855e-01,1.726174072122734979e-02,8.640887685173707922e-02,3.637186521412714480e-04,8.267151708472494573e-03,7.146988990368771111e-01
1.555000000000000000e+03,1.243999999999992833e-04,1.374863393384150186e+03,1.729706244378419744e-01,1.729096545104456817e-02,8.639423677108733213e-02,3.643017913350581169e-04,8.281180934187315143e-03,7.146986906145037510e-01
1.556000000000000000e+03,1.244799999999992961e-04,1.375156538822149059e+03,1.729415623511006417e-01,1.732026452578225295e-02,8.637955941822596240e-02,3.648870292978429516e-04,8.295245233593375248e-03,7.146984814419999887e-01
1.557000000000000000e+03,1.245599999999993089e-04,1.375450416668520802e+03,1.729124264343658846e-01,1.734963828511408915e-02,8.636484462276226848e-02,3.654743776831828150e-04,8.309344764873953862e-03,7.146982715152007115e-01
